Age,Attrition,BusinessTravel,DistanceFromHome,Education,EmployeeID,Gender,JobLevel,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,JobInvolvement,PerformanceRating,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,AvgWorkingHours,Department_Research & Development,Department_Sales,EducationField_Life Sciences,EducationField_Marketing,EducationField_Medical,EducationField_Other,EducationField_Technical Degree,JobRole_Human Resources,JobRole_Laboratory Technician,JobRole_Manager,JobRole_Manufacturing Director,JobRole_Research Director,JobRole_Research Scientist,JobRole_Sales Executive,JobRole_Sales Representative,MaritalStatus_Married,MaritalStatus_Single
52,0,1,1,3,3489,1,1,59740,7.0,18,1,18.0,6,8,4,0,3,3,2.0,2.0,3.0,7.993881610833333,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
38,0,1,6,2,3490,1,1,47360,0.0,11,1,9.0,3,8,2,7,2,3,3.0,3.0,3.0,10.689997704166668,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
29,0,1,8,3,3491,0,4,52960,4.0,14,0,11.0,3,7,1,7,4,3,3.0,4.0,3.0,6.334150688055556,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
28,0,1,1,3,3492,0,4,67810,0.0,15,1,10.0,2,9,1,7,3,3,4.0,2.0,2.0,6.904346549166666,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
46,0,1,6,4,3493,1,3,21740,3.0,11,1,23.0,3,12,4,9,3,3,1.0,3.0,3.0,6.390338164166666,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
38,0,1,7,4,3494,1,1,66530,7.0,20,1,10.0,2,1,0,0,3,4,4.0,2.0,3.0,7.405821462222223,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
43,0,2,5,3,3495,0,2,96990,8.0,19,1,18.0,3,8,0,1,3,3,3.0,1.0,3.0,7.083995633055556,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
39,1,2,1,3,3496,1,2,67550,7.0,14,1,21.0,2,18,11,5,3,3,1.0,4.0,3.0,7.1794737458333335,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
40,0,1,1,1,3497,1,1,22130,1.0,17,0,21.0,4,20,4,9,3,3,3.0,3.0,4.0,6.024019323611111,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
21,0,1,1,4,3498,0,1,26100,1.0,11,1,2.0,3,2,2,2,2,3,4.0,2.0,4.0,10.468798920277779,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
39,0,0,6,3,3499,1,1,28510,9.0,15,0,9.0,2,5,0,3,3,3,3.0,2.0,2.0,6.192125181944445,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
36,0,0,1,3,3500,1,3,34520,2.0,13,3,18.0,4,11,0,9,4,3,1.0,4.0,3.0,7.197060478055556,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
31,0,2,7,3,3501,1,1,52580,0.0,14,3,3.0,5,2,2,2,3,3,3.0,4.0,3.0,6.595106744166667,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
28,0,1,2,4,3502,1,1,93550,0.0,11,0,6.0,4,5,0,4,3,3,1.0,2.0,1.0,7.493436474444445,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
35,0,2,9,2,3503,0,1,104960,1.0,13,1,5.0,2,5,0,2,3,3,4.0,4.0,3.0,6.617957660277778,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
49,0,1,2,2,3504,0,1,63800,6.0,23,1,22.0,1,9,2,3,2,4,4.0,2.0,3.0,7.224192343333333,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
34,0,2,9,1,3505,1,2,26570,2.0,13,1,5.0,3,3,0,2,2,3,4.0,3.0,2.0,7.982483451388889,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
29,0,2,1,4,3506,1,3,27160,0.0,18,0,8.0,2,7,1,1,1,3,4.0,2.0,2.0,7.091747734722222,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
42,0,1,21,2,3507,0,1,22010,4.0,12,1,16.0,3,1,0,0,4,3,2.0,4.0,3.0,7.204237640555556,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
29,0,1,4,2,3508,0,2,65400,1.0,22,0,10.0,2,10,1,2,1,4,2.0,4.0,2.0,10.900306238611112,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
38,0,1,1,3,3509,0,1,38160,1.0,13,2,7.0,2,7,5,0,2,3,3.0,3.0,4.0,6.495622032222222,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
28,0,2,6,4,3510,1,1,52530,1.0,15,0,3.0,2,3,0,2,3,3,3.0,3.0,3.0,10.676222686944444,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
18,1,0,2,4,3511,1,3,109650,1.0,18,0,0.0,5,0,0,0,4,3,3.0,3.0,3.0,7.010858690555556,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
33,1,1,3,2,3512,1,1,49360,0.0,14,0,6.0,2,5,0,3,2,3,1.0,1.0,3.0,8.984980405555556,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
41,0,1,4,2,3513,1,2,25430,3.0,12,0,6.0,3,1,0,0,3,3,2.0,4.0,3.0,8.098481087222222,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
31,1,2,10,3,3514,0,1,53040,1.0,17,0,2.0,3,2,2,2,4,3,3.0,3.0,2.0,7.127894420277778,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
37,0,1,23,3,3515,1,3,166590,7.0,16,1,9.0,2,6,1,3,3,3,3.0,4.0,3.0,7.974104803333333,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
27,0,1,6,2,3516,0,1,42600,1.0,11,2,4.0,2,4,2,2,3,3,4.0,3.0,3.0,7.363422826388889,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
34,0,1,1,1,3517,0,2,24760,1.0,19,0,6.0,2,6,1,3,3,3,2.0,3.0,2.0,7.086201716666666,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
35,0,1,6,3,3518,0,3,31020,1.0,13,1,6.0,3,5,1,4,2,3,3.0,3.0,1.0,6.795753112777778,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
29,1,1,6,3,3519,1,1,22440,1.0,12,3,11.0,5,11,3,10,1,3,4.0,1.0,1.0,6.771594304166667,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
40,0,2,2,4,3520,1,4,75960,9.0,11,0,20.0,0,18,2,13,1,3,2.0,3.0,2.0,6.7179869975,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
42,1,2,2,4,3521,1,1,22850,0.0,16,0,22.0,3,21,13,14,1,3,3.0,1.0,2.0,8.053107714444446,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
42,0,1,1,2,3522,1,4,30340,7.0,21,1,9.0,3,6,1,5,2,4,2.0,1.0,4.0,7.705268073611111,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
35,0,1,5,3,3523,1,1,57150,6.0,24,2,10.0,0,8,1,7,3,4,4.0,3.0,3.0,7.119267009166666,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
24,0,1,7,4,3524,0,1,25760,8.0,17,3,6.0,3,4,1,2,3,3,4.0,2.0,3.0,7.937359923888889,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
28,1,1,15,4,3525,1,2,41970,1.0,13,0,1.0,3,1,0,0,1,3,3.0,4.0,2.0,10.338630385277778,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
26,0,1,1,4,3526,1,2,143360,1.0,21,1,8.0,3,8,0,7,3,4,1.0,4.0,3.0,7.471162374722223,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
30,0,1,7,2,3527,0,1,34480,1.0,11,0,10.0,3,10,1,4,3,3,3.0,2.728246013667426,3.0,7.689747044722222,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
40,0,2,26,4,3528,1,2,194060,3.0,20,3,16.0,2,1,0,0,3,4,3.0,4.0,1.0,10.463982610555556,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
35,0,1,18,5,3529,0,2,65380,2.0,16,1,15.0,3,7,6,4,3,3,3.0,2.0,4.0,6.911564577222222,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
34,0,2,6,2,3530,1,1,43060,0.0,11,0,14.0,2,13,4,9,3,3,4.0,1.0,3.0,7.5228758169444445,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
35,0,2,3,3,3531,0,2,22580,1.0,11,1,2.0,2,2,2,2,3,3,4.0,4.0,4.0,7.963982638888889,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
43,1,1,5,3,3532,0,3,45220,8.0,15,1,7.0,3,4,1,3,3,3,1.0,3.0,2.0,7.4933213599999995,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
32,0,0,11,2,3533,0,2,44870,1.0,11,0,1.0,5,1,0,0,2,3,3.0,1.0,3.0,6.594707175833334,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
56,0,1,3,2,3534,1,2,44490,2.6948303347756775,15,0,28.0,3,5,4,2,1,3,4.0,1.0,3.0,6.287570323333334,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
29,0,1,26,1,3535,1,1,22180,1.0,24,1,10.0,1,10,0,8,3,4,2.7236031927023947,4.0,3.0,7.507206521666667,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
19,0,1,23,4,3536,1,2,191970,1.0,12,0,1.0,2,1,0,0,3,3,3.0,1.0,3.0,7.311391283333333,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
45,0,1,22,3,3537,0,2,132120,4.0,13,0,7.0,4,3,0,2,3,3,1.0,3.0,2.0,8.789366760555556,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
37,0,1,14,4,3538,1,3,65770,1.0,13,0,14.0,1,14,3,11,1,3,4.0,4.0,2.0,6.832842066944444,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
20,0,1,6,3,3539,1,5,83920,1.0,17,0,2.0,5,2,1,2,3,3,1.0,3.0,2.0,6.6843594347222215,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
44,1,1,6,2,3540,1,3,45580,1.0,13,1,6.0,2,6,0,2,1,3,3.0,3.0,3.0,10.408523391666666,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
53,0,1,6,4,3541,1,1,40310,3.0,12,1,26.0,3,7,4,7,2,3,4.0,3.0,3.0,6.025689257500001,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
29,0,1,23,3,3542,1,1,79690,0.0,14,0,6.0,3,5,1,3,3,3,2.0,4.0,2.0,8.911738128055555,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
22,1,2,22,4,3543,1,1,26540,0.0,24,0,1.0,5,0,0,0,2,4,3.0,4.0,3.0,9.879404761666667,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0
46,0,1,2,3,3544,1,2,165550,8.0,14,2,28.0,4,26,15,9,3,3,3.0,1.0,3.0,5.988304597500001,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
44,0,0,20,3,3545,1,1,45560,2.0,13,0,6.0,4,0,0,0,3,3,4.0,3.0,3.0,6.197866808888889,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
33,0,1,28,4,3546,0,1,60910,1.0,15,0,5.0,6,5,1,4,1,3,2.0,3.0,3.0,7.799461381944445,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
41,1,0,12,3,3547,1,2,195660,6.0,16,0,5.0,2,1,0,0,4,3,1.0,1.0,1.0,7.183438069166666,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
30,0,1,20,3,3548,1,3,48100,8.0,18,0,8.0,3,4,0,3,2,3,3.0,1.0,3.0,7.510671010277777,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
40,0,2,9,3,3549,1,1,45230,5.0,16,1,5.0,5,0,0,0,4,3,2.0,2.0,3.0,6.809596926666666,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
50,0,2,25,4,3550,0,2,32020,2.0,24,1,32.0,2,2,2,2,3,4,4.0,1.0,3.0,7.172575973333333,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
28,0,1,6,3,3551,1,2,23510,1.0,16,0,6.0,4,6,3,3,3,3,4.0,1.0,3.0,7.151254136944444,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
46,0,1,8,4,3552,1,3,17020,5.0,21,0,25.0,2,4,0,3,3,4,4.0,2.0,3.0,7.307771990555556,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
35,0,1,4,4,3553,1,1,180410,3.0,20,1,15.0,3,7,1,7,2,4,3.0,1.0,3.0,8.487952380833333,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
24,1,1,28,4,3554,1,3,28860,1.0,19,1,1.0,5,1,0,0,3,3,4.0,2.0,1.0,6.598539312500001,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
33,0,2,9,2,3555,0,1,20970,1.0,14,2,10.0,5,10,0,1,2,3,2.0,3.0,2.0,6.0181877138888895,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
36,0,1,9,2,3556,1,2,119350,1.0,11,3,7.0,6,7,1,7,4,3,3.0,3.0,3.0,6.611998132499999,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
30,0,1,29,3,3557,1,1,25460,1.0,14,1,10.0,2,10,8,9,3,3,3.0,3.0,2.0,6.015647753888889,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
44,0,1,3,4,3558,1,2,25640,1.0,12,3,20.0,3,20,13,17,1,3,4.0,4.0,3.0,7.606717686944444,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
20,0,1,18,4,3559,1,1,84120,1.0,13,0,2.0,2,2,2,2,2,3,3.0,4.0,3.0,6.301012857777778,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
46,0,1,9,1,3560,0,1,141180,2.0,22,0,12.0,3,6,1,4,3,4,4.0,4.0,2.0,6.224990623333333,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
42,0,0,5,4,3561,1,5,170460,7.0,11,0,10.0,3,4,0,3,2,3,4.0,1.0,4.0,7.486526639166666,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
60,0,1,2,2,3562,1,2,25640,0.0,14,1,12.0,3,11,1,9,3,3,2.0,4.0,3.0,8.602125850277778,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
32,0,2,10,3,3563,0,1,102660,1.0,11,0,2.0,3,2,2,2,3,3,3.0,2.0,3.0,7.2899222677777775,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
32,0,2,9,3,3564,0,2,50700,4.0,12,1,10.0,6,8,0,7,3,3,4.0,3.0,3.0,8.408966861388889,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
36,0,1,3,2,3565,1,4,178610,2.0,18,0,17.0,2,7,7,7,2,3,3.0,1.0,3.0,7.989745467222222,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
33,0,1,26,2,3566,1,1,42300,0.0,12,0,15.0,0,14,4,10,3,3,1.0,4.0,3.0,6.125854044722223,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
40,0,1,1,3,3567,0,2,37800,7.0,12,0,7.0,2,5,1,3,1,3,2.0,2.0,4.0,7.322335748611111,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
25,0,1,6,2,3568,0,1,27680,0.0,22,1,5.0,0,4,1,1,3,4,3.0,4.0,3.0,8.015267489444446,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
30,0,1,9,3,3569,0,1,90710,0.0,19,1,12.0,2,11,5,7,2,3,4.0,2.0,3.0,9.186699763333333,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
42,0,2,8,2,3570,1,1,106480,3.0,13,1,20.0,1,1,0,0,3,3,1.0,1.0,3.0,9.459649000277778,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
35,0,0,1,1,3571,1,2,136100,4.0,22,2,16.0,4,13,4,12,2,4,3.0,4.0,2.0,9.811535269444445,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
27,0,1,7,3,3572,1,3,34080,1.0,24,0,9.0,2,9,6,8,3,4,1.0,1.0,2.0,9.16164901111111,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
54,0,2,9,2,3573,1,2,29830,7.0,14,1,33.0,2,5,1,4,2,3,4.0,3.0,1.0,6.281152433333333,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
44,0,1,4,4,3574,1,5,76320,1.0,21,0,10.0,3,10,7,7,3,4,1.0,4.0,3.0,6.012280521111111,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
19,1,0,2,2,3575,1,3,98240,1.0,18,0,1.0,2,1,0,0,3,3,1.0,2.0,4.0,8.41040966361111,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
29,0,1,19,4,3576,1,1,99500,1.0,20,0,3.0,3,3,1,2,3,4,1.0,4.0,3.0,7.3812583811111105,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
54,0,1,9,4,3577,1,2,20930,3.0,19,0,36.0,2,10,0,9,3,3,4.0,4.0,3.0,7.696354595277778,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
31,0,1,21,3,3578,1,2,99800,1.0,12,0,6.0,1,6,0,1,3,3,3.0,1.0,2.0,8.61680028111111,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
31,0,1,24,1,3579,0,1,38940,1.0,12,0,10.0,3,10,1,8,4,3,3.0,1.0,3.0,7.306390117777777,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
59,0,1,3,4,3580,1,1,40510,5.0,16,3,13.0,3,6,0,5,3,3,3.0,4.0,3.0,7.375862445277777,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
43,0,1,11,2,3581,1,3,168350,3.0,17,1,25.0,3,8,0,7,3,3,3.0,4.0,3.0,6.567780182777778,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
49,0,1,14,4,3582,1,2,62300,2.0,14,0,23.0,2,1,0,0,2,3,1.0,3.0,4.0,6.683643719722222,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
36,0,2,5,2,3583,0,1,47170,1.0,19,1,12.0,3,11,0,7,3,3,3.0,2.0,2.0,6.0577074233333335,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
48,0,1,1,4,3584,0,2,132370,5.0,13,1,7.0,2,1,0,0,4,3,4.0,2.0,2.0,6.084178691666667,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
27,0,1,6,4,3585,1,2,37550,1.0,19,0,5.0,2,5,0,3,3,3,1.0,3.0,3.0,7.98751046,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
29,0,1,17,4,3586,1,1,65820,1.0,19,1,6.0,3,6,1,0,3,3,3.0,4.0,3.0,8.767204415833334,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
48,0,1,1,1,3587,1,2,74060,6.0,14,2,25.0,2,1,0,0,3,3,4.0,4.0,4.0,6.171156835833333,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
29,0,1,3,3,3588,0,2,48050,3.0,16,1,9.0,2,7,1,7,3,3,4.0,4.0,2.0,6.871036726944444,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
34,0,1,9,4,3589,0,2,27410,0.0,15,1,2.0,3,1,0,0,3,3,3.0,3.0,2.0,6.001669010555556,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
44,0,1,4,3,3590,0,1,42620,7.0,18,0,26.0,2,22,3,10,3,3,2.0,2.0,3.0,7.018062865277778,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
33,0,1,8,2,3591,0,2,161840,0.0,13,1,10.0,2,9,0,8,4,3,4.0,3.0,3.0,10.974695821666666,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
19,0,1,2,4,3592,1,3,115570,1.0,22,0,1.0,0,1,0,1,3,4,2.0,4.0,3.0,10.772186192222222,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
23,0,1,2,3,3593,1,3,18780,1.0,13,1,1.0,2,1,0,1,3,3,4.0,3.0,3.0,7.480851775,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
25,1,2,1,1,3594,1,1,109320,1.0,11,1,1.0,3,1,1,0,3,3,3.0,4.0,3.0,9.21699886611111,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
26,0,1,9,3,3595,1,2,68110,1.0,11,1,8.0,4,8,2,2,3,3,3.0,4.0,2.0,8.701572504444444,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
45,1,1,12,3,3596,1,2,43060,2.0,11,2,26.0,3,24,1,11,3,3,1.0,2.0,3.0,9.921010536388888,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
55,0,0,27,3,3597,0,2,48590,1.0,24,1,34.0,3,33,15,0,4,4,4.0,2.0,3.0,9.585816854722221,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
21,1,2,20,2,3598,0,4,53370,1.0,14,1,2.0,2,2,2,2,3,3,1.0,3.0,1.0,7.574681712777778,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
46,0,1,1,4,3599,1,1,23400,2.0,13,1,26.0,2,11,0,8,1,3,4.0,2.0,3.0,6.890804473055555,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
34,0,1,13,4,3600,1,3,74910,0.0,14,1,4.0,3,3,0,2,2,3,3.0,1.0,3.0,8.903581266944444,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
51,0,2,14,3,3601,1,2,105270,4.0,14,0,31.0,3,29,11,10,3,3,4.0,2.0,2.0,11.016749058333332,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
59,0,1,4,2,3602,1,2,165950,6.0,21,1,25.0,2,9,5,4,3,4,4.0,4.0,2.0,6.611488842222221,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
34,0,2,14,4,3603,0,3,88340,4.0,13,1,15.0,1,11,5,10,3,3,3.0,2.0,4.0,6.784612048611111,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
28,0,2,2,3,3604,0,1,55770,0.0,19,0,5.0,3,4,0,2,3,3,4.0,3.0,2.0,10.411306628333334,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
44,0,1,3,4,3605,1,2,47070,1.0,17,0,26.0,4,25,14,13,1,3,3.0,1.0,2.0,7.800247973055556,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
34,0,2,1,3,3606,1,2,24000,4.0,18,1,14.0,3,10,1,8,3,3,3.0,2.0,4.0,7.502873015833333,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
35,0,1,9,3,3607,1,4,98240,0.0,19,0,4.0,2,3,2,2,3,3,3.0,3.0,3.0,10.486299475277779,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
42,0,1,23,4,3608,0,1,64470,6.0,13,0,18.0,3,1,0,0,3,3,2.0,2.0,3.0,9.393627946111112,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
43,0,1,7,2,3609,0,1,195020,3.0,18,2,23.0,3,21,15,17,4,3,4.0,4.0,4.0,6.400272967499999,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
36,0,1,2,4,3610,1,1,27250,9.0,21,1,18.0,4,16,5,12,2,4,3.0,2.0,3.0,10.606711583888888,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
44,1,1,21,4,3611,0,2,62720,1.0,19,1,10.0,3,10,0,5,3,3,1.0,4.0,3.0,6.0008926874999995,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
28,0,2,2,3,3612,0,2,21270,1.0,14,0,2.0,3,2,2,2,3,3,4.0,4.0,3.0,9.693598218333335,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
51,0,2,21,4,3613,1,2,182000,0.0,17,0,8.0,3,7,7,7,3,3,2.0,3.0,2.0,6.988612329166667,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
30,0,0,2,4,3614,1,1,20960,7.0,11,3,10.0,2,8,1,7,3,3,3.0,3.0,3.0,9.523287036944446,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
29,1,1,29,4,3615,0,1,28860,3.0,13,0,10.0,4,7,7,7,3,3,2.0,3.0,3.0,8.415431074166666,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
28,0,1,1,4,3616,0,2,20330,2.0,15,1,5.0,5,3,1,2,3,3,4.0,1.0,2.0,6.853197374444444,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
25,0,1,18,2,3617,1,1,36220,1.0,25,0,2.0,0,2,2,1,3,4,4.0,2.0,2.0,8.023296999444444,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
32,0,1,10,4,3618,0,1,42330,1.0,11,0,10.0,5,10,0,8,3,3,3.0,4.0,4.0,6.810012236666667,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
45,0,2,19,3,3619,1,3,36810,3.0,17,1,22.0,2,0,0,0,3,3,2.0,2.0,3.0,6.005568502777778,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
39,0,1,29,1,3620,0,1,54600,6.0,13,2,21.0,3,19,15,2,3,3,3.0,2.0,3.0,8.409169081944444,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
58,0,1,27,3,3621,1,2,21870,1.0,18,1,2.0,1,2,2,2,1,3,1.0,3.0,3.0,5.996511257777778,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
32,1,1,5,3,3622,0,1,96020,1.0,13,1,10.0,3,10,1,1,3,3,4.0,3.0,3.0,6.469036642777778,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
39,1,1,18,2,3623,1,2,28360,0.0,20,0,6.0,3,5,0,3,2,4,3.0,1.0,3.0,7.708774104444444,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
30,0,1,9,1,3624,1,4,40890,0.0,18,0,10.0,2,9,6,7,4,3,1.0,4.0,3.0,6.203796695277778,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
36,0,1,1,3,3625,1,2,166270,3.0,12,0,10.0,5,7,1,7,2,3,4.0,3.0,3.0,6.693960113888889,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
46,0,1,4,3,3626,1,1,26190,6.0,12,1,10.0,3,7,5,7,2,3,4.0,1.0,4.0,7.7010457513888895,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
